Molecule,Variability_CV,Replicate,Design,N_per_group,Total_animals,Fold_error,Within_2fold,Dose_mg_kg,Endpoint,Study_value,Reference_value
Golimumab,0.3,848,5 dose groups,6,30,0.8664137546081662,TRUE,10,AUC0-28d,19296.975710162667,22272.240725090618
Golimumab,0.3,848,5 dose groups,6,30,0.8412291127916145,TRUE,10,Cmax,218.24763268232346,259.43899154663086
Golimumab,0.3,848,5 dose groups,6,30,1.0615183609118846,TRUE,10,Terminal clearance,0.06266961764181281,0.05903771423037585
Golimumab,0.3,848,5 dose groups,6,30,0.8789193324907415,TRUE,30,AUC0-28d,56412.04420966139,64183.414932741434
Golimumab,0.3,848,5 dose groups,6,30,0.9508279783436591,TRUE,30,Cmax,739.7871911525726,778.0452489852905
Golimumab,0.3,848,5 dose groups,6,30,1.2041788229037016,TRUE,30,Terminal clearance,0.07399844857060171,0.06145137845238405
Golimumab,0.3,849,5 dose groups,6,30,0.8147156645740091,TRUE,0.1,AUC0-28d,184.7721215312736,226.79338272928078
Golimumab,0.3,849,5 dose groups,6,30,0.9007208940449372,TRUE,0.1,Cmax,2.3371201241388917,2.594721782952547
Golimumab,0.3,849,5 dose groups,6,30,1.1316455105937024,TRUE,0.1,Terminal clearance,0.0656943242435108,0.0580520345183406
Golimumab,0.3,849,5 dose groups,6,30,0.9999293101346537,TRUE,1,AUC0-28d,2268.374616605611,2268.5349790378127
Golimumab,0.3,849,5 dose groups,6,30,0.8353529942578897,TRUE,1,Cmax,21.674935333430767,25.94703733921051
Golimumab,0.3,849,5 dose groups,6,30,0.8816353540725709,TRUE,1,Terminal clearance,0.05111175262591371,0.05797380106164221
Golimumab,0.3,849,5 dose groups,6,30,1.0280397458858992,TRUE,3,AUC0-28d,6968.686247017959,6778.6155884593645
Golimumab,0.3,849,5 dose groups,6,30,0.9053735868012304,TRUE,3,Cmax,70.47353833913803,77.83918082714081
Golimumab,0.3,849,5 dose groups,6,30,0.9023265895109047,TRUE,3,Terminal clearance,0.0525136524211487,0.058198054929992804
Golimumab,0.3,849,5 dose groups,6,30,0.9237714368037656,TRUE,10,AUC0-28d,20574.459815456303,22272.240725090618
Golimumab,0.3,849,5 dose groups,6,30,0.8739552949641874,TRUE,10,Cmax,226.7380803823471,259.43899154663086
Golimumab,0.3,849,5 dose groups,6,30,0.9538278143121696,TRUE,10,Terminal clearance,0.05631181392634586,0.05903771423037585
Golimumab,0.3,849,5 dose groups,6,30,0.9872113779430263,TRUE,30,AUC0-28d,63362.59749684068,64183.414932741434
Golimumab,0.3,849,5 dose groups,6,30,0.8784660498358393,TRUE,30,Cmax,683.4863364696503,778.0452489852905
Golimumab,0.3,849,5 dose groups,6,30,0.8912403049050405,TRUE,30,Terminal clearance,0.054767945268737794,0.06145137845238405
Golimumab,0.3,850,5 dose groups,6,30,0.8521646805480468,TRUE,0.1,AUC0-28d,193.26531054390847,226.79338272928078
Golimumab,0.3,850,5 dose groups,6,30,0.8311863687277807,TRUE,0.1,Cmax,2.1566973766312003,2.594721782952547
Golimumab,0.3,850,5 dose groups,6,30,1.0044962248932818,TRUE,0.1,Terminal clearance,0.05831304952104763,0.0580520345183406
Golimumab,0.3,850,5 dose groups,6,30,0.9473695921420521,TRUE,1,AUC0-28d,2149.1410578510313,2268.5349790378127
Golimumab,0.3,850,5 dose groups,6,30,0.899052739306952,TRUE,1,Cmax,23.327754996716976,25.94703733921051
Golimumab,0.3,850,5 dose groups,6,30,1.0800639669802965,TRUE,1,Terminal clearance,0.06261541355556381,0.05797380106164221
Golimumab,0.3,850,5 dose groups,6,30,1.0444951794402315,TRUE,3,AUC0-28d,7080.231305424215,6778.6155884593645
Golimumab,0.3,850,5 dose groups,6,30,0.8628197949384143,TRUE,3,Cmax,67.16118603944778,77.83918082714081
Golimumab,0.3,850,5 dose groups,6,30,0.8512100019447444,TRUE,3,Terminal clearance,0.049538766450139514,0.058198054929992804
Golimumab,0.3,850,5 dose groups,6,30,0.8227147648073969,TRUE,10,AUC0-28d,18323.701289876655,22272.240725090618
Golimumab,0.3,850,5 dose groups,6,30,0.8962669872978939,TRUE,10,Cmax,232.5266033411026,259.43899154663086
Golimumab,0.3,850,5 dose groups,6,30,1.1205030329073773,TRUE,10,Terminal clearance,0.06615193785105516,0.05903771423037585
Golimumab,0.3,850,5 dose groups,6,30,1.0253638727944037,TRUE,30,AUC0-28d,65811.35490460592,64183.414932741434
Golimumab,0.3,850,5 dose groups,6,30,0.9532252174087044,TRUE,30,Cmax,741.6523516178131,778.0452489852905
Golimumab,0.3,850,5 dose groups,6,30,0.9325982097404991,TRUE,30,Terminal clearance,0.05730944553077925,0.06145137845238405
Golimumab,0.3,851,5 dose groups,6,30,0.8756688484280609,TRUE,0.1,AUC0-28d,198.59590028565378,226.79338272928078
Golimumab,0.3,851,5 dose groups,6,30,0.9621489035435078,TRUE,0.1,Cmax,2.496508718468249,2.594721782952547
Golimumab,0.3,851,5 dose groups,6,30,1.1123890504921752,TRUE,0.1,Terminal clearance,0.06457644755699588,0.0580520345183406
Golimumab,0.3,851,5 dose groups,6,30,0.8961160609105655,TRUE,1,AUC0-28d,2032.870629453197,2268.5349790378127
Golimumab,0.3,851,5 dose groups,6,30,0.8204334269313507,TRUE,1,Cmax,21.287816762924194,25.94703733921051
Golimumab,0.3,851,5 dose groups,6,30,0.95565190071671835,TRUE,1,Terminal clearance,0.055402773176331285,0.05797380106164221
Golimumab,0.3,851,5 dose groups,6,30,0.8641983269167962,TRUE,3,AUC0-28d,5858.068250358697,6778.6155884593645
Golimumab,0.3,851,5 dose groups,6,30,0.831395070810933,TRUE,3,Cmax,64.71511125564575,77.83918082714081
Golimumab,0.3,851,5 dose groups,6,30,1.0048234380782,TRUE,3,Terminal clearance,0.05847876964421931,0.058198054929992804
Golimumab,0.3,851,5 dose groups,6,30,0.9667588737124101,TRUE,10,AUC0-28d,21531.88635844028,22272.240725090618
Golimumab,0.3,851,5 dose groups,6,30,0.9414171298312941,TRUE,10,Cmax,244.2403107881546,259.43899154663086
Golimumab,0.3,851,5 dose groups,6,30,1.0337065338605769,TRUE,10,Terminal clearance,0.06102767094413307,0.05903771423037585
Golimumab,0.3,851,5 dose groups,6,30,0.6663805243177852,TRUE,30,AUC0-28d,42770.5776953862,64183.414932741434
Golimumab,0.3,851,5 dose groups,6,30,0.7348915532811705,TRUE,30,Cmax,571.7788815498352,778.0452489852905
Golimumab,0.3,851,5 dose groups,6,30,1.1890718595834668,TRUE,30,Terminal clearance,0.07307010485034368,0.06145137845238405
Golimumab,0.3,852,5 dose groups,6,30,1.2021730278178373,TRUE,0.1,AUC0-28d,272.6448876047091,226.79338272928078
Golimumab,0.3,852,5 dose groups,6,30,1.064644665212499,TRUE,0.1,Cmax,2.762456703931093,2.594721782952547
Golimumab,0.3,852,5 dose groups,6,30,0.8912794618820743,TRUE,0.1,Terminal clearance,0.051740586086666214,0.0580520345183406
Golimumab,0.3,852,5 dose groups,6,30,1.0357613787919628,TRUE,1,AUC0-28d,2349.6609177260016,2268.5349790378127
Golimumab,0.3,852,5 dose groups,6,30,0.9899471649012374,TRUE,1,Cmax,25.68619605153799,25.94703733921051
Golimumab,0.3,852,5 dose groups,6,30,1.0126838904176494,TRUE,1,Terminal clearance,0.058709134401402685,0.05797380106164221
Golimumab,0.3,852,5 dose groups,6,30,1.1010563581515076,TRUE,3,AUC0-28d,7463.637793138107,6778.6155884593645
Golimumab,0.3,852,5 dose groups,6,30,1.0972735220769803,TRUE,3,Cmax,85.41087210178375,77.83918082714081
Golimumab,0.3,852,5 dose groups,6,30,1.0198232824078861,TRUE,3,Terminal clearance,0.05935173140845972,0.058198054929992804
Golimumab,0.3,852,5 dose groups,6,30,0.9142577491641745,TRUE,10,AUC0-28d,20362.56867416401,22272.240725090618
Golimumab,0.3,852,5 dose groups,6,30,1.024291227165708,TRUE,10,Cmax,265.7410830259323,259.43899154663086
Golimumab,0.3,852,5 dose groups,6,30,1.1584111062043743,TRUE,10,Terminal clearance,0.06838994384938742,0.05903771423037585
Golimumab,0.3,852,5 dose groups,6,30,0.8000231832975644,TRUE,30,AUC0-28d,51348.219929400235,64183.414932741434
Golimumab,0.3,852,5 dose groups,6,30,0.7929040614387945,TRUE,30,Cmax,616.915237903595,778.0452489852905
Golimumab,0.3,852,5 dose groups,6,30,1.0524059218037476,TRUE,30,Terminal clearance,0.06467179458629219,0.06145137845238405
Golimumab,0.3,853,5 dose groups,6,30,0.9698640227840457,TRUE,0.1,AUC0-28d,219.95874251462197,226.79338272928078
Golimumab,0.3,853,5 dose groups,6,30,0.9176546474408155,TRUE,0.1,Cmax,2.3810585029423237,2.594721782952547
Golimumab,0.3,853,5 dose groups,6,30,1.0247496797876186,TRUE,0.1,Terminal clearance,0.059488803783689315,0.0580520345183406
Golimumab,0.3,853,5 dose groups,6,30,0.7613349468246247,TRUE,1,AUC0-28d,1727.1149576355542,2268.5349790378127
Golimumab,0.3,853,5 dose groups,6,30,0.8687401731557578,TRUE,1,Cmax,22.541233710944653,25.94703733921051
Golimumab,0.3,853,5 dose groups,6,30,1.1972074638945605,TRUE,1,Terminal clearance,0.06940666734133645,0.05797380106164221
Golimumab,0.3,853,5 dose groups,6,30,0.9452770191128933,TRUE,3,AUC0-28d,6407.669537171059,6778.6155884593645
Golimumab,0.3,853,5 dose groups,6,30,0.976297581464782,TRUE,3,Cmax,75.9942039847374,77.83918082714081
Golimumab,0.3,853,5 dose groups,6,30,1.1348853405701307,TRUE,3,Terminal clearance,0.06604811938974406,0.058198054929992804
Golimumab,0.3,853,5 dose groups,6,30,0.80246238351002,TRUE,10,AUC0-28d,17872.635378365154,22272.240725090618
Golimumab,0.3,853,5 dose groups,6,30,0.8314620827612699,TRUE,10,Cmax,215.71368426084518,259.43899154663086
Golimumab,0.3,853,5 dose groups,6,30,1.0718775918178172,TRUE,10,Terminal clearance,0.06328120295568374,0.05903771423037585
Golimumab,0.3,853,5 dose groups,6,30,0.9229047459205557,TRUE,30,AUC0-28d,59235.178250815334,64183.414932741434
Golimumab,0.3,853,5 dose groups,6,30,0.9626205158042254,TRUE,30,Cmax,748.9623188972473,778.0452489852905
Golimumab,0.3,853,5 dose groups,6,30,1.1211045977640455,TRUE,30,Terminal clearance,0.06889342292190614,0.06145137845238405
Golimumab,0.3,854,5 dose groups,6,30,1.01335505225364,TRUE,0.1,AUC0-28d,229.82222020641012,226.79338272928078
Golimumab,0.3,854,5 dose groups,6,30,0.9263520063252019,TRUE,0.1,Cmax,2.403625729493797,2.594721782952547
Golimumab,0.3,854,5 dose groups,6,30,0.9438191450539044,TRUE,0.1,Terminal clearance,0.05479062158773997,0.0580520345183406
Golimumab,0.3,854,5 dose groups,6,30,0.9761589228003164,TRUE,1,AUC0-28d,2214.4506614723896,2268.5349790378127
Golimumab,0.3,854,5 dose groups,6,30,0.9217641994417658,TRUE,1,Cmax,23.91705010086298,25.94703733921051
Golimumab,0.3,854,5 dose groups,6,30,0.9666498842310813,TRUE,1,Terminal clearance,0.056040368084672186,0.05797380106164221
Golimumab,0.3,854,5 dose groups,6,30,0.9593634029447797,TRUE,3,AUC0-28d,6503.1557181989065,6778.6155884593645
Golimumab,0.3,854,5 dose groups,6,30,0.9286953172454998,TRUE,3,Cmax,72.28888273239136,77.83918082714081
Golimumab,0.3,854,5 dose groups,6,30,1.0787489208424061,TRUE,3,Terminal clearance,0.06278108895085681,0.058198054929992804
Golimumab,0.3,854,5 dose groups,6,30,0.8478702458708857,TRUE,10,AUC0-28d,18883.970219678136,22272.240725090618
Golimumab,0.3,854,5 dose groups,6,30,0.8429617700791975,TRUE,10,Cmax,218.6971515417099,259.43899154663086
Golimumab,0.3,854,5 dose groups,6,30,1.0680241640253711,TRUE,10,Terminal clearance,0.06305370538686593,0.05903771423037585
Golimumab,0.3,854,5 dose groups,6,30,0.9563241991381002,TRUE,30,AUC0-28d,61380.152883502335,64183.414932741434
Golimumab,0.3,854,5 dose groups,6,30,0.9554092941617842,TRUE,30,Cmax,743.3516621589661,778.0452489852905
Golimumab,0.3,854,5 dose groups,6,30,1.0122932944317342,TRUE,30,Terminal clearance,0.06220681834093514,0.06145137845238405
Golimumab,0.3,855,5 dose groups,6,30,0.8689349066113031,TRUE,0.1,AUC0-28d,197.06868684192912,226.79338272928078
Golimumab,0.3,855,5 dose groups,6,30,0.8813339641880816,TRUE,0.1,Cmax,2.2868164349347353,2.594721782952547
Golimumab,0.3,855,5 dose groups,6,30,1.0629651939687659,TRUE,0.1,Terminal clearance,0.061707292132069415,0.0580520345183406
Golimumab,0.3,855,5 dose groups,6,30,1.14586610157183,TRUE,1,AUC0-28d,2599.4373327093917,2268.5349790378127
Golimumab,0.3,855,5 dose groups,6,30,0.9864120924641364,TRUE,1,Cmax,25.594471395015717,25.94703733921051
Golimumab,0.3,855,5 dose groups,6,30,0.8789827658276312,TRUE,1,Terminal clearance,0.050957972002703134,0.05797380106164221
Golimumab,0.3,855,5 dose groups,6,30,0.9558522134719176,TRUE,3,AUC0-28d,6479.354714504129,6778.6155884593645
Golimumab,0.3,855,5 dose groups,6,30,0.8916832976019483,TRUE,3,Cmax,69.40789744257927,77.83918082714081
Golimumab,0.3,855,5 dose groups,6,30,0.9354967305255565,TRUE,3,Terminal clearance,0.05444409010995501,0.058198054929992804
Golimumab,0.3,855,5 dose groups,6,30,1.0713512493655655,TRUE,10,AUC0-28d,23861.39292699646,22272.240725090618
Golimumab,0.3,855,5 dose groups,6,30,0.9519803274500398,TRUE,10,Cmax,246.98081612586975,259.43899154663086
Golimumab,0.3,855,5 dose groups,6,30,0.9252431761615727,TRUE,10,Terminal clearance,0.05462424222783223,0.05903771423037585
Golimumab,0.3,855,5 dose groups,6,30,0.860982090266378,TRUE,30,AUC0-28d,55260.77074922598,64183.414932741434
Golimumab,0.3,855,5 dose groups,6,30,0.8540313516906801,TRUE,30,Cmax,664.4750356674194,778.0452489852905
Golimumab,0.3,855,5 dose groups,6,30,1.031725548165231,TRUE,30,Terminal clearance,0.063400957119295,0.06145137845238405
Golimumab,0.3,856,5 dose groups,6,30,1.041960626084275,TRUE,0.1,AUC0-28d,236.30977506037203,226.79338272928078
Golimumab,0.3,856,5 dose groups,6,30,0.9302363698889181,TRUE,0.1,Cmax,2.4137045722454786,2.594721782952547
Golimumab,0.3,856,5 dose groups,6,30,0.8930062289702719,TRUE,0.1,Terminal clearance,0.0518408284292754,0.0580520345183406
Golimumab,0.3,856,5 dose groups,6,30,1.0360059615120079,TRUE,1,AUC0-28d,2350.215762181692,2268.5349790378127
Golimumab,0.3,856,5 dose groups,6,30,0.9504519013123822,TRUE,1,Cmax,24.661410972476006,25.94703733921051
Golimumab,0.3,856,5 dose groups,6,30,0.9364743945730554,TRUE,1,Terminal clearance,0.054290980250300144,0.05797380106164221
Golimumab,0.3,856,5 dose groups,6,30,0.8501271215578631,TRUE,3,AUC0-28d,5762.68495836422,6778.6155884593645
Golimumab,0.3,856,5 dose groups,6,30,0.8754121073974591,TRUE,3,Cmax,68.14136132597923,77.83918082714081
Golimumab,0.3,856,5 dose groups,6,30,1.04532683355802,TRUE,3,Terminal clearance,0.060835988479205086,0.058198054929992804
Golimumab,0.3,856,5 dose groups,6,30,0.8488065012764617,TRUE,10,AUC0-28d,18904.822725451293,22272.240725090618
Golimumab,0.3,856,5 dose groups,6,30,0.812167927503708,TRUE,10,Cmax,210.70802807807922,259.43899154663086
Golimumab,0.3,856,5 dose groups,6,30,0.9828023502144365,TRUE,10,Terminal clearance,0.05802240429690167,0.05903771423037585
Golimumab,0.3,856,5 dose groups,6,30,1.212432712098263,TRUE,30,AUC0-28d,77818.07183863185,64183.414932741434
Golimumab,0.3,856,5 dose groups,6,30,1.0466768773137782,TRUE,30,Cmax,814.361971616745,778.0452489852905
Golimumab,0.3,856,5 dose groups,6,30,0.8821317250190366,TRUE,30,Terminal clearance,0.054208210478999194,0.06145137845238405
Golimumab,0.3,857,5 dose groups,6,30,0.8186188358990608,TRUE,0.1,AUC0-28d,185.657334959454,226.79338272928078
Golimumab,0.3,857,5 dose groups,6,30,0.8863590151444263,TRUE,0.1,Cmax,2.2998550441116095,2.594721782952547
Golimumab,0.3,857,5 dose groups,6,30,1.119555739187248,TRUE,0.1,Terminal clearance,0.06499248841650444,0.0580520345183406
Golimumab,0.3,857,5 dose groups,6,30,0.7302055799258327,TRUE,1,AUC0-28d,1656.4968999503428,2268.5349790378127
Golimumab,0.3,857,5 dose groups,6,30,0.8233615092195024,TRUE,1,Cmax,21.363791823387146,25.94703733921051
Golimumab,0.3,857,5 dose groups,6,30,1.163585740220705,TRUE,1,Terminal clearance,0.06745748822171885,0.05797380106164221
Golimumab,0.3,857,5 dose groups,6,30,0.963767301278382,TRUE,3,AUC0-28d,6533.008052093052,6778.6155884593645
Golimumab,0.3,857,5 dose groups,6,30,0.8606742367812541,TRUE,3,Cmax,66.99417755007744,77.83918082714081
Golimumab,0.3,857,5 dose groups,6,30,0.9172735645041069,TRUE,3,Terminal clearance,0.05338353729284031,0.058198054929992804
Golimumab,0.3,857,5 dose groups,6,30,0.9321402813822545,TRUE,10,AUC0-28d,20760.852736499277,22272.240725090618
Golimumab,0.3,857,5 dose groups,6,30,0.8875344042177389,TRUE,10,Cmax,230.26103079319,259.43899154663086
Golimumab,0.3,857,5 dose groups,6,30,1.0378741779454275,TRUE,10,Terminal clearance,0.061273719124628395,0.05903771423037585
Golimumab,0.3,857,5 dose groups,6,30,0.8564298183511195,TRUE,30,AUC0-28d,54968.59039200228,64183.414932741434
Golimumab,0.3,857,5 dose groups,6,30,0.8423412623737945,TRUE,30,Cmax,655.3796172142029,778.0452489852905
Golimumab,0.3,857,5 dose groups,6,30,1.092701315890088,TRUE,30,Terminal clearance,0.06714800209817985,0.06145137845238405
Golimumab,0.3,858,5 dose groups,6,30,0.8973824711082254,TRUE,0.1,AUC0-28d,203.52040622459552,226.79338272928078
Golimumab,0.3,858,5 dose groups,6,30,0.9371971374068474,TRUE,0.1,Cmax,2.4317658273503184,2.594721782952547
Golimumab,0.3,858,5 dose groups,6,30,1.06459897021947,TRUE,0.1,Terminal clearance,0.06180213616737053,0.0580520345183406
Golimumab,0.3,858,5 dose groups,6,30,1.0823035519081723,TRUE,1,AUC0-28d,2455.243465440556,2268.5349790378127
Golimumab,0.3,858,5 dose groups,6,30,0.8998398128912576,TRUE,1,Cmax,23.34817722439766,25.94703733921051
Golimumab,0.3,858,5 dose groups,6,30,0.8579666384912784,TRUE,1,Terminal clearance,0.04973958721741927,0.05797380106164221
Golimumab,0.3,858,5 dose groups,6,30,1.0579496501281578,TRUE,3,AUC0-28d,7171.4339901638605,6778.6155884593645
Golimumab,0.3,858,5 dose groups,6,30,0.9266563119352781,TRUE,3,Cmax,72.1301682293415,77.83918082714081
Golimumab,0.3,858,5 dose groups,6,30,0.8963873015821023,TRUE,3,Terminal clearance,0.05216799741602322,0.058198054929992804
Golimumab,0.3,858,5 dose groups,6,30,0.7955884099228431,TRUE,10,AUC0-28d,17719.536583893634,22272.240725090618
Golimumab,0.3,858,5 dose groups,6,30,0.8236071116447307,TRUE,10,Cmax,213.67579847574234,259.43899154663086
Golimumab,0.3,858,5 dose groups,6,30,1.1095746299744134,TRUE,10,Terminal clearance,0.06550674992170444,0.05903771423037585
Golimumab,0.3,858,5 dose groups,6,30,0.8745644845478201,TRUE,30,AUC0-28d,56132.53519717187,64183.414932741434
Golimumab,0.3,858,5 dose groups,6,30,0.739894620213784,TRUE,30,Cmax,575.6714940071106,778.0452489852905
Golimumab,0.3,858,5 dose groups,6,30,0.8552675965523856,TRUE,30,Terminal clearance,0.05255737275380156,0.06145137845238405
Golimumab,0.3,859,5 dose groups,6,30,0.9407144351963372,TRUE,0.1,AUC0-28d,213.34780894044212,226.79338272928078
Golimumab,0.3,859,5 dose groups,6,30,0.8615101002982238,TRUE,0.1,Cmax,2.235379023477435,2.594721782952547
Golimumab,0.3,859,5 dose groups,6,30,0.9271623015327276,TRUE,0.1,Terminal clearance,0.05382365793268202,0.0580520345183406
Golimumab,0.3,859,5 dose groups,6,30,0.9650488363234654,TRUE,1,AUC0-28d,2189.247041679518,2268.5349790378127
Golimumab,0.3,859,5 dose groups,6,30,0.8843675618491771,TRUE,1,Cmax,22.946718148887157,25.94703733921051
Golimumab,0.3,859,5 dose groups,6,30,1.0047745094088165,TRUE,1,Terminal clearance,0.05825059752027588,0.05797380106164221
Golimumab,0.3,859,5 dose groups,6,30,1.0033444153846467,TRUE,3,AUC0-28d,6801.286094720013,6778.6155884593645
Golimumab,0.3,859,5 dose groups,6,30,0.912277994961042,TRUE,3,Cmax,71.010971814394,77.83918082714081
Golimumab,0.3,859,5 dose groups,6,30,0.9252964370687401,TRUE,3,Terminal clearance,0.05385045287105317,0.058198054929992804
Golimumab,0.3,859,5 dose groups,6,30,0.9552159703675148,TRUE,10,AUC0-28d,21274.800036476317,22272.240725090618
Golimumab,0.3,859,5 dose groups,6,30,0.87258473201699,TRUE,10,Cmax,226.38250291347504,259.43899154663086
Golimumab,0.3,859,5 dose groups,6,30,0.9371391791268273,TRUE,10,Terminal clearance,0.05532655505137864,0.05903771423037585
Golimumab,0.3,859,5 dose groups,6,30,0.9929635657915293,TRUE,30,AUC0-28d,63731.792556292225,64183.414932741434
Golimumab,0.3,859,5 dose groups,6,30,0.8807834861406423,TRUE,30,Cmax,685.2894067764282,778.0452489852905
Golimumab,0.3,859,5 dose groups,6,30,0.9067876868453099,TRUE,30,Terminal clearance,0.055723353320293045,0.06145137845238405
Golimumab,0.3,860,5 dose groups,6,30,1.057762835341222,TRUE,0.1,AUC0-28d,239.89361155235096,226.79338272928078
Golimumab,0.3,860,5 dose groups,6,30,0.927377333729161,TRUE,0.1,Cmax,2.4062861688435078,2.594721782952547
Golimumab,0.3,860,5 dose groups,6,30,0.9278819307316704,TRUE,0.1,Terminal clearance,0.05386543387177945,0.0580520345183406
Golimumab,0.3,860,5 dose groups,6,30,0.7814323515018149,TRUE,1,AUC0-28d,1772.7066231336382,2268.5349790378127
Golimumab,0.3,860,5 dose groups,6,30,0.7303851336163671,TRUE,1,Cmax,18.951330333948135,25.94703733921051
Golimumab,0.3,860,5 dose groups,6,30,0.9404986962793479,TRUE,1,Terminal clearance,0.054524284316832775,0.05797380106164221
Golimumab,0.3,860,5 dose groups,6,30,0.9863060048211749,TRUE,3,AUC0-28d,6685.789259271894,6778.6155884593645
Golimumab,0.3,860,5 dose groups,6,30,0.9081783904470759,TRUE,3,Cmax,70.69186195731163,77.83918082714081
Golimumab,0.3,860,5 dose groups,6,30,1.043030861669174,TRUE,3,Terminal clearance,0.060702367381100304,0.058198054929992804
Golimumab,0.3,860,5 dose groups,6,30,0.8161305688476397,TRUE,10,AUC0-28d,18177.056492479773,22272.240725090618
Golimumab,0.3,860,5 dose groups,6,30,0.9389537763539754,TRUE,10,Cmax,243.60122084617615,259.43899154663086
Golimumab,0.3,860,5 dose groups,6,30,1.3165827861229125,TRUE,10,Terminal clearance,0.07772803828775655,0.05903771423037585
Golimumab,0.3,860,5 dose groups,6,30,1.0628137656589003,TRUE,30,AUC0-28d,68215.01691751461,64183.414932741434
Golimumab,0.3,860,5 dose groups,6,30,1.0570470150335622,TRUE,30,Cmax,822.430408000946,778.0452489852905
Golimumab,0.3,860,5 dose groups,6,30,1.1052183547169665,TRUE,30,Terminal clearance,0.06791719138823354,0.06145137845238405
Golimumab,0.3,861,5 dose groups,6,30,1.0504237749979093,TRUE,0.1,AUC0-28d,238.22916123103676,226.79338272928078
Golimumab,0.3,861,5 dose groups,6,30,1.0348938840649342,TRUE,0.1,Cmax,2.6852617040276527,2.594721782952547
Golimumab,0.3,861,5 dose groups,6,30,1.0857765525794016,TRUE,0.1,Terminal clearance,0.06303153790954429,0.0580520345183406
Golimumab,0.3,861,5 dose groups,6,30,0.7378918904287833,TRUE,1,AUC0-28d,1673.933564186032,2268.5349790378127
Golimumab,0.3,861,5 dose groups,6,30,0.8232765930528425,TRUE,1,Cmax,21.36158850044012,25.94703733921051
Golimumab,0.3,861,5 dose groups,6,30,1.1530913675013599,TRUE,1,Terminal clearance,0.0668490895454208,0.05797380106164221
Golimumab,0.3,861,5 dose groups,6,30,0.9031894425205095,TRUE,3,AUC0-28d,6122.374034401449,6778.6155884593645
Golimumab,0.3,861,5 dose groups,6,30,0.9681442881758693,TRUE,3,Cmax,75.359558314085,77.83918082714081
Golimumab,0.3,861,5 dose groups,6,30,1.1505889692403874,TRUE,3,Terminal clearance,0.06696204003369587,0.058198054929992804
Golimumab,0.3,861,5 dose groups,6,30,0.8902217082209082,TRUE,10,AUC0-28d,19827.232184197448,22272.240725090618
Golimumab,0.3,861,5 dose groups,6,30,0.9970294284144147,TRUE,10,Cmax,258.66830945014954,259.43899154663086
Golimumab,0.3,861,5 dose groups,6,30,1.156011723878311,TRUE,10,Terminal clearance,0.06824828980129187,0.05903771423037585
Golimumab,0.3,861,5 dose groups,6,30,0.9081961244334147,TRUE,30,AUC0-28d,58291.128694817526,64183.414932741434
Golimumab,0.3,861,5 dose groups,6,30,0.8614768871686569,TRUE,30,Cmax,670.2679991722107,778.0452489852905
Golimumab,0.3,861,5 dose groups,6,30,0.990186918156236,TRUE,30,Terminal clearance,0.06084835104621869,0.06145137845238405
Golimumab,0.3,862,5 dose groups,6,30,0.9166300042993897,TRUE,0.1,AUC0-28d,207.88561938621376,226.79338272928078
Golimumab,0.3,862,5 dose groups,6,30,0.8112261295183993,TRUE,0.1,Cmax,2.104906109161675,2.594721782952547
Golimumab,0.3,862,5 dose groups,6,30,0.8933008291894265,TRUE,0.1,Terminal clearance,0.051857930571366874,0.0580520345183406
Golimumab,0.3,862,5 dose groups,6,30,0.7975787174551398,TRUE,1,AUC0-28d,1809.335219083101,2268.5349790378127
Golimumab,0.3,862,5 dose groups,6,30,0.8160464864792846,TRUE,1,Cmax,21.17398865520954,25.94703733921051
Golimumab,0.3,862,5 dose groups,6,30,1.0668578031210456,TRUE,1,Terminal clearance,0.06184980203920015,0.05797380106164221
Golimumab,0.3,862,5 dose groups,6,30,1.0433834310089798,TRUE,3,AUC0-28d,7072.6951901776865,6778.6155884593645
Golimumab,0.3,862,5 dose groups,6,30,1.048342879250891,TRUE,3,Cmax,81.60215094685555,77.83918082714081
Golimumab,0.3,862,5 dose groups,6,30,1.0262949720400194,TRUE,3,Terminal clearance,0.05972837115716048,0.058198054929992804
Golimumab,0.3,862,5 dose groups,6,30,0.9711074460239223,TRUE,10,AUC0-28d,21628.73880777274,22272.240725090618
Golimumab,0.3,862,5 dose groups,6,30,0.9462414856740607,TRUE,10,Cmax,245.49193680286407,259.43899154663086
Golimumab,0.3,862,5 dose groups,6,30,0.9988818050132913,TRUE,10,Terminal clearance,0.0589716985542967,0.05903771423037585
Golimumab,0.3,862,5 dose groups,6,30,0.9694248838194007,TRUE,30,AUC0-28d,62220.99956430525,64183.414932741434
Golimumab,0.3,862,5 dose groups,6,30,0.9627931600400729,TRUE,30,Cmax,749.0966439247131,778.0452489852905
Golimumab,0.3,862,5 dose groups,6,30,1.0644298351775976,TRUE,30,Terminal clearance,0.06541068063750732,0.06145137845238405
Golimumab,0.3,863,5 dose groups,6,30,1.104109121946801,TRUE,0.1,AUC0-28d,250.404642668571,226.79338272928078
Golimumab,0.3,863,5 dose groups,6,30,0.98680299137711,TRUE,0.1,Cmax,2.560479217208922,2.594721782952547
Golimumab,0.3,863,5 dose groups,6,30,0.9122803315353036,TRUE,0.1,Terminal clearance,0.052959729296690655,0.0580520345183406
Golimumab,0.3,863,5 dose groups,6,30,1.0194795008697506,TRUE,1,AUC0-28d,2312.7249081350396,2268.5349790378127
